,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
4535,2016031629806,2016-03-16 00:00:00,2/29/2016 5:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Clothing; Jewelry & Watches,-,-
4536,2016032329995,2016-03-23 00:00:00,3/23/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,-,-
4537,2016051131231,2016-04-18 00:00:00,3/31/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Audio/Video,-,-
4538,2016050230988,2016-05-02 00:00:00,5/2/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
4539,2016082933371,2016-07-20 00:00:00,5/4/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
4540,2016100534362,2016-08-24 00:00:00,6/1/2016 12:00,LAX,Los Angeles International Airport ,Personal Injury,Checked Baggage,Clothing,-,-
4541,2016092333811,2016-07-21 00:00:00,6/25/2016 20:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4542,2017010436271,2017-01-04 00:00:00,11/8/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
4543,2016022229022,2016-01-22 00:00:00,1/2/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,0,-
4544,2016021928985,2016-01-22 00:00:00,1/9/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,-
4545,2016022229025,2016-01-25 00:00:00,1/22/2016 9:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Toys & Games,4,-
4546,2016021928995,2016-02-18 00:00:00,2/2/2016 5:10,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,480,-
4547,2016012128475,2016-01-05 00:00:00,1/1/2016 21:45,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
4548,2016011428345,2016-01-04 00:00:00,1/3/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4549,2016031629790,2016-03-01 00:00:00,1/3/2016 20:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,-,0,Deny
4550,2016022429091,2016-01-29 00:00:00,1/3/2016 22:30,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Household Items,0,Deny
4551,2016012028423,2016-01-08 00:00:00,1/4/2016 10:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing; Household Items; Household Items,0,Deny
4552,2016011928376,2016-01-05 00:00:00,1/4/2016 11:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
4553,2016012128455,2016-01-08 00:00:00,1/6/2016 7:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
4554,2016030429352,2016-02-09 00:00:00,1/12/2016 13:55,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Home Decor,0,Deny
4555,2016030329294,2016-02-04 00:00:00,1/14/2016 7:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Cameras,0,Deny
4556,2016032430048,2016-03-11 00:00:00,1/15/2016 7:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4559,2016030329306,2016-02-09 00:00:00,1/15/2016 17:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
4560,2016030429330,2016-02-09 00:00:00,1/16/2016 9:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
4561,2016050230989,2016-05-02 00:00:00,1/18/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,-,0,Deny
4562,2016022929217,2016-02-03 00:00:00,1/18/2016 10:40,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Clothing,0,Deny
4563,2016032330034,2016-03-07 00:00:00,1/19/2016 10:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Medical/Science,0,Deny
4564,2016030729374,2016-02-10 00:00:00,1/24/2016 9:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4565,2016021728935,2016-01-28 00:00:00,1/25/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
4566,2016031529751,2016-02-26 00:00:00,1/27/2016 15:59,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
4567,2016030929485,2016-02-16 00:00:00,1/30/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,-,0,Deny
4568,2016032330001,2016-03-09 00:00:00,1/31/2016 11:25,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
4569,2016031429719,2016-02-22 00:00:00,1/31/2016 23:10,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
4570,2016030829464,2016-02-17 00:00:00,2/1/2016 10:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
4571,2016031429694,2016-02-25 00:00:00,2/2/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
4572,2016031129607,2016-02-23 00:00:00,2/2/2016 8:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
4573,2016030829450,2016-02-17 00:00:00,2/3/2016 22:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other,0,Deny
4574,2016030829428,2016-02-10 00:00:00,2/3/2016 22:30,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
4575,2016030429342,2016-02-11 00:00:00,2/6/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Home Decor,0,Deny
4576,2016030729383,2016-02-10 00:00:00,2/6/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
4577,2016030729407,2016-02-12 00:00:00,2/6/2016 22:43,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4578,2016030929498,2016-02-17 00:00:00,2/7/2016 15:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
4579,2016032430061,2016-03-04 00:00:00,2/8/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
4580,2016040430321,2016-03-19 00:00:00,2/9/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
4581,2016032830131,2016-03-10 00:00:00,2/12/2016 13:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
4582,2016041830607,2016-03-28 00:00:00,2/15/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
4583,2016051131224,2016-04-26 00:00:00,2/15/2016 15:10,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4584,2016041130458,2016-03-23 00:00:00,2/16/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,-,0,Deny
4587,2016042830940,2016-04-11 00:00:00,2/17/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4588,2016032430057,2016-03-15 00:00:00,2/17/2016 10:40,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming; Medical/Science,0,Deny
4589,2016052031533,2016-05-04 00:00:00,2/19/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,0,Deny
4590,2016031629794,2016-03-01 00:00:00,2/21/2016 8:20,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4591,2016042830907,2016-04-10 00:00:00,2/23/2016 5:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
4592,2016050231010,2016-04-13 00:00:00,2/24/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4593,2016042830914,2016-04-11 00:00:00,2/25/2016 5:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches,0,Deny
4594,2016031529753,2016-02-26 00:00:00,2/25/2016 12:50,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
4595,2016031829887,2016-03-02 00:00:00,2/27/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
4596,2016040530388,2016-03-22 00:00:00,2/27/2016 6:30,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Audio/Video,0,Deny
4597,2016040530352,2016-03-17 00:00:00,2/28/2016 7:50,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny
4598,2016050331034,2016-04-14 00:00:00,2/29/2016 7:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny
4599,2016031729840,2016-03-04 00:00:00,3/1/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Electronics,0,Deny
4600,2016042230769,2016-04-05 00:00:00,3/2/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Audio/Video,0,Deny
4601,2016051231278,2016-04-25 00:00:00,3/2/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4602,2016033130231,2016-03-16 00:00:00,3/2/2016 17:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cameras; Travel Accessories,0,Deny
4603,2016031729848,2016-03-05 00:00:00,3/5/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Food & Drink,0,Deny
4604,2016041930649,2016-03-30 00:00:00,3/8/2016 10:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
4605,2016040430327,2016-03-21 00:00:00,3/9/2016 9:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
4606,2016042730868,2016-04-05 00:00:00,3/10/2016 9:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
4607,2016032530106,2016-03-14 00:00:00,3/11/2016 7:20,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
4608,2016040430306,2016-03-18 00:00:00,3/12/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
4609,2016032930188,2016-03-14 00:00:00,3/12/2016 9:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
4610,2016042530795,2016-04-06 00:00:00,3/15/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4611,2016051931473,2016-05-04 00:00:00,3/17/2016 15:08,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Food & Drink,0,Deny
4612,2016041930652,2016-04-01 00:00:00,3/19/2016 7:40,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
4615,2016050531084,2016-04-18 00:00:00,3/20/2016 10:15,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,0,Deny
4616,2016040530384,2016-03-22 00:00:00,3/20/2016 11:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
4617,2016061432194,2016-06-02 00:00:00,3/21/2016 11:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other,0,Deny
4618,2016042530775,2016-04-06 00:00:00,3/23/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny
4619,2016042530776,2016-04-06 00:00:00,3/23/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other; Sporting Equipment & Supplies,0,Deny
4620,2016051031219,2016-04-26 00:00:00,3/24/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cameras,0,Deny
4621,2016050231012,2016-04-14 00:00:00,3/24/2016 13:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
4622,2016042830945,2016-04-15 00:00:00,3/25/2016 16:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
4623,2016041330513,2016-03-28 00:00:00,3/27/2016 7:45,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
4624,2016041930636,2016-03-31 00:00:00,3/28/2016 13:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
4625,2016051631371,2016-05-02 00:00:00,3/30/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4626,2016050931166,2016-04-13 00:00:00,3/31/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4627,2016051231280,2016-04-25 00:00:00,3/31/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4628,2016051031212,2016-04-20 00:00:00,4/1/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
4629,2016061632284,2016-06-07 00:00:00,4/1/2016 18:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Other,0,Deny
4630,2016050331054,2016-04-14 00:00:00,4/4/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Household Items; Personal Accessories,0,Deny
4631,2016052031537,2016-05-05 00:00:00,4/10/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,-,0,Deny
4632,2016052731829,2016-04-13 00:00:00,4/11/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
4633,2016052331605,2016-05-10 00:00:00,4/11/2016 14:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
4634,2016052431706,2016-05-12 00:00:00,4/11/2016 14:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
4635,2016081033007,2016-07-04 00:00:00,4/11/2016 19:45,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4636,2016042730893,2016-04-12 00:00:00,4/11/2016 22:45,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
4637,2016060231966,2016-05-19 00:00:00,4/12/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Clothing,0,Deny
4638,2016060331993,2016-05-25 00:00:00,4/13/2016 16:30,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4639,2016070632525,2016-06-13 00:00:00,4/13/2016 18:43,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
4640,2016051631361,2016-04-25 00:00:00,4/14/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
4643,2016060131911,2016-05-20 00:00:00,4/18/2016 7:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
4644,2016053131882,2016-05-16 00:00:00,4/18/2016 13:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
4645,2016051931506,2016-05-04 00:00:00,4/20/2016 19:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Office Equipment & Supplies; Personal Electronics,0,Deny
4646,2016052031553,2016-05-04 00:00:00,4/22/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,0,Deny
4647,2016060231961,2016-05-20 00:00:00,4/22/2016 22:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
4648,2016051931495,2016-05-04 00:00:00,4/23/2016 15:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Home Decor; Household Items; Household Items,0,Deny
4649,2016051931522,2016-05-06 00:00:00,4/23/2016 19:35,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
4650,2016053131905,2016-05-20 00:00:00,4/24/2016 7:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
4651,2016062232369,2016-06-07 00:00:00,4/25/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
4652,2016053131876,2016-05-31 00:00:00,4/25/2016 10:15,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,0,Deny
4653,2016062832434,2016-06-03 00:00:00,4/28/2016 15:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Accessories,0,Deny
4654,2016052031541,2016-05-06 00:00:00,4/30/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
4655,2016052431689,2016-05-10 00:00:00,4/30/2016 13:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
4656,2016052731806,2016-05-18 00:00:00,5/1/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
