,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
3893,2015111626886,2015-10-26,2015-10-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
3894,2015111626901,2015-10-26,2015-08-25,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,233.52,Settle
3895,2015111626902,2015-10-26,2015-10-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
3896,2015111626911,2015-10-26,2015-09-26,JFK,John F. Kennedy International,-,Checked Baggage,Medical/Science; Travel Accessories,-,-
3897,2015111626914,2015-10-26,2015-10-08,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Clothing; Personal Accessories,0,Deny
3898,2015111626921,2015-10-26,2015-10-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,11,Approve in Full
3899,2015112027044,2015-10-27,2015-10-09,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,-,-
3900,2015110926734,2015-10-27,2015-10-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Currency,0,Deny
3901,2015111226829,2015-10-27,2015-09-27,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3902,2015110926755,2015-10-28,2015-09-21,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Accessories,300,Settle
3903,2015111026785,2015-10-28,2015-09-29,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Electronics,300,Settle
3904,2015111326866,2015-10-29,2015-10-23,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Audio/Video,0,Deny
3905,2015112027020,2015-10-29,2015-10-09,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses,200,Approve in Full
3906,2015112027035,2015-10-29,2015-09-04,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Food & Drink,-,-
3907,2015111626913,2015-10-30,2015-10-03,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing,217.75,Approve in Full
3908,2015111726951,2015-11-03,2015-10-09,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,109.2,Approve in Full
3909,2015111927003,2015-11-03,2015-10-15,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
3910,2015112327085,2015-11-05,2015-10-15,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Accessories,284.05,Settle
3911,2015110626659,2015-11-06,2015-09-24,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,0,Deny
3912,2015112027043,2015-11-06,2015-11-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3913,2015110926739,2015-11-09,2015-10-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
3914,2015112327062,2015-11-09,2015-10-24,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras; Cameras; Cameras,-,-
3915,2015112427109,2015-11-09,2015-11-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras,-,-
3916,2015120227242,2015-11-09,2015-11-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
3917,2015112527146,2015-11-10,2015-09-08,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,1149,Settle
3918,2015112527148,2015-11-12,2015-08-04,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Electronics,-,-
3919,2015120127192,2015-11-12,2015-10-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,-,-
3920,2015120227209,2015-11-12,2015-09-07,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3921,2015113027158,2015-11-13,2015-10-31,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,0,Deny
3922,2015113027166,2015-11-13,2015-10-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
3923,2015120127201,2015-11-13,2015-09-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras,-,-
3924,2015120127202,2015-11-13,2015-10-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Home Decor,-,-
3925,2015120827387,2015-11-16,2015-11-11,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
3926,2015120827393,2015-11-16,2015-11-11,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
3927,2015120927424,2015-11-17,2015-11-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
3928,2015120927435,2015-11-17,2015-09-10,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
3929,2015121027467,2015-11-17,2015-11-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
3930,2015111826963,2015-11-18,2015-10-25,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,-,-
3931,2015120427275,2015-11-19,2015-10-18,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras; Cameras; Cameras; Cameras; Cameras,-,-
3932,2015120727327,2015-11-19,2015-10-05,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,-,-
3933,2015121027465,2015-11-19,2015-11-07,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,-,-
3934,2015120427269,2015-11-20,2015-11-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,-,-
3935,2015120427313,2015-11-20,2015-10-25,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing; Clothing; Clothing,-,-
3936,2015120727341,2015-11-23,2015-11-19,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories; Household Items,-,-
3937,2015121527598,2015-11-23,2015-11-11,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
3938,2015121627629,2015-11-23,2015-11-17,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Currency; Jewelry & Watches,-,-
3939,2015121727660,2015-11-23,2015-11-14,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories; Personal Electronics,0,Deny
3940,2015120827371,2015-11-24,2015-09-13,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Computer & Accessories; Personal Electronics,133.5,Settle
3941,2015120827392,2015-11-24,2015-11-15,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,-,-
3942,2015120827404,2015-11-24,2015-11-02,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,0,Deny
3943,2015121627606,2015-11-24,2015-10-31,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
3944,2015121127486,2015-11-25,2013-12-05,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
3945,2015120927425,2015-11-26,2015-10-21,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,-,-
3946,2015120927442,2015-11-30,2015-10-17,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Audio/Video; Audio/Video; Audio/Video,-,-
3947,2015121127482,2015-11-30,2015-11-15,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Electronics,-,-
3948,2015121427508,2015-12-01,2015-11-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,-,-
3949,2015121427522,2015-12-01,2015-11-27,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Electronics,-,-
3950,2015121427530,2015-12-01,2015-10-23,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,-,-
3951,2015121427531,2015-12-01,2015-08-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Sporting Equipment & Supplies; Sporting Equipment & Supplies,-,-
3952,2015121627610,2015-12-02,2015-10-05,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Computer & Accessories,-,-
3953,2015122127749,2015-12-02,2015-11-18,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3954,2015121627615,2015-12-03,2015-08-10,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
3955,2015121727661,2015-12-03,2015-12-01,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Electronics,-,-
3956,2015121727645,2015-12-04,2015-08-02,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,-,-
3957,2015122127724,2015-12-04,2015-09-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,-,-
3958,2015122227756,2015-12-04,2015-11-27,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,-,-
3959,2015122127702,2015-12-07,2015-10-24,JFK,John F. Kennedy International,Property Damage,Checkpoint,Clothing,-,-
3960,2015122127712,2015-12-07,2015-11-15,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
3961,2015122327832,2015-12-09,2015-11-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Food & Drink; Jewelry & Watches,-,-
3962,2015121027447,2015-12-10,2015-11-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
3963,2015122227804,2015-12-10,2015-12-10,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,-,-
3964,2015122427864,2015-12-11,2015-12-09,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,-,-
3965,2015122427869,2015-12-11,2015-12-08,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Clothing,-,-
3966,2015122927918,2015-12-15,2015-11-30,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches,-,-
3967,2015123027988,2015-12-16,2015-09-19,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
3968,2015123027993,2015-12-16,2015-12-07,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
3969,2015123028012,2015-12-16,2015-09-28,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing; Cosmetics & Grooming; Food & Drink; Home Decor; Personal Accessories; Travel Accessories,-,-
3970,2015123027994,2015-12-17,2015-11-18,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
3971,2015123128020,2015-12-18,2015-11-18,JFK,John F. Kennedy International,Property Damage,Checkpoint,Clothing,-,-
3972,2015123128022,2015-12-18,2015-11-28,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,-,-
3973,2015123128028,2015-12-21,2015-11-19,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Cosmetics & Grooming,-,-
3974,2016010428053,2015-12-21,2015-11-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3975,2016010428063,2015-12-21,2015-12-15,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,300,Settle
3976,2016010528097,2015-12-21,2015-12-18,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,-,-
3977,2015122227776,2015-12-22,2015-10-25,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing,-,-
3978,2016010628162,2015-12-22,2015-12-14,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Clothing,-,-
3979,2015122327851,2015-12-23,2015-12-02,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,-,-
3980,2015122327854,2015-12-23,2015-10-21,JFK,John F. Kennedy International,Property Damage,Checkpoint,-,-,-
3981,2016010428067,2015-12-23,2015-12-20,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
3982,2016010428073,2015-12-23,2015-12-14,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Cameras; Clothing; Clothing; Clothing; Clothing; Personal Accessories,-,-
3983,2016010528121,2015-12-23,2015-09-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,-,-
3984,2016011128233,2015-12-23,2015-12-05,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Food & Drink,-,-
3985,2016010628125,2015-12-24,2014-10-03,JFK,John F. Kennedy International,Property Damage,Checkpoint,Cameras,-,-
3986,2016010628127,2015-12-24,2015-11-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,-,-
3987,2016010628144,2015-12-24,2015-11-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,-,-
3988,2016010728180,2015-12-28,2015-12-16,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3989,2016010828207,2015-12-28,2015-12-13,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
3990,2015122927947,2015-12-29,2015-10-30,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,-,-
3991,2016010828191,2015-12-29,2015-12-27,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
3992,2016011128225,2015-12-29,2015-10-11,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3993,2016011428326,2015-12-29,2015-12-14,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
3994,2015071723932,2015-07-08,2015-05-14,JNU,Juneau International,Property Damage,Checkpoint,Personal Accessories,199.95,Approve in Full
3995,2015080324474,2015-07-20,2015-06-22,JNU,Juneau International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,172.4,Settle
3996,2015082425039,2015-08-20,2015-06-22,JNU,Juneau International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
3997,2015061923261,2015-06-11,2015-05-20,JQF,Concord Regional Airport,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches; Other; Other,0,Deny
3998,2015061923284,2015-06-12,2015-05-18,JQF,Concord Regional Airport,Passenger Property Loss,Checked Baggage,Clothing,136.36,Approve in Full
3999,2015072124067,2015-07-21,2015-07-02,JQF,Concord Regional Airport,Passenger Property Loss,Checked Baggage,Clothing,69,Approve in Full
4000,2015091725408,2015-09-01,2015-07-01,JQF,Concord Regional Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,172.75,Settle
4001,2015011219778,2015-01-12,2014-11-21,KOA,Kona International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
4002,2015012020010,2015-01-17,2014-12-09,KOA,Kona International,Property Damage,Checked Baggage,Baggage/Cases/Purses,175,Approve in Full
4003,2015012820236,2015-01-28,2014-11-22,KOA,Kona International,Property Damage,Checkpoint,Computer & Accessories,0,Deny
4004,2015030220949,2015-03-02,2015-02-07,KOA,Kona International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
4005,2015030420984,2015-03-04,2015-01-29,KOA,Kona International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,93.55,Approve in Full
4006,2015030420992,2015-03-04,2015-01-12,KOA,Kona International,Passenger Property Loss,Checked Baggage,Other,0,Deny
4007,2015031121168,2015-03-11,2015-01-04,KOA,Kona International,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny
4008,2015031621254,2015-03-12,2015-02-28,KOA,Kona International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,0,Deny
4009,2015032021417,2015-03-20,2015-01-22,KOA,Kona International,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
4010,2015040121655,2015-03-30,2015-03-25,KOA,Kona International,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Accessories,0,Deny
4011,2015040321737,2015-04-03,2015-02-08,KOA,Kona International,Property Damage,Checked Baggage,Other,0,Deny
